ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
191-30-6709|4813190924876230395|Micheal|Jones|M|2817 Cummings Drives|Anaheim|CA|92801|33.8428|-117.9546|354475|Social research officer, government|1966-04-04|205867017127|adults_50up_male_urban.json
009-42-2815|4880622072239594730|Jordan|Mckinney|F|90162 Justin Pines|Tallahassee|FL|32312|30.5185|-84.2627|245317|Recruitment consultant|1996-05-27|831838637614|adults_2550_female_urban.json
555-93-6618|180085996486281|Shannon|Martinez|F|19541 Reyes Hills|Pacific Grove|CA|93950|36.6167|-121.922|15046|Midwife|1961-04-17|343699929672|adults_50up_female_urban.json
769-03-3532|6011792463203741|Katelyn|Owens|F|3726 John Drive Apt. 450|Columbia|MD|21045|39.2051|-76.8322|95072|Maintenance engineer|1975-09-11|998429956509|adults_50up_female_urban.json
670-56-1280|3558870715534828|Adam|Garcia|M|08385 Shane Isle Suite 595|Tucson|AZ|85718|32.3112|-110.9179|865276|Higher education careers adviser|1979-01-27|57414983384|adults_2550_male_urban.json
600-16-7183|36808981265741|Charles|Gill|M|96463 Bradley Bridge|Trinidad|CA|95570|41.0966|-124.1153|2579|Contracting civil engineer|1969-11-16|460396843660|adults_50up_male_urban.json
428-20-6995|180030120471379|Suzanne|Martin|F|17595 Sosa Green Suite 582|Ridgewood|NY|11385|40.7036|-73.8961|98592|Theme park manager|1963-11-01|749557899870|adults_50up_female_urban.json
609-32-3707|630474584764|Anthony|Vargas|M|28333 Stein Courts Suite 666|Grandview|MO|64030|38.8819|-94.5205|24422|Tax adviser|1963-04-09|327840064087|adults_50up_male_urban.json
167-80-7884|4506662670551439|John|Cuevas|M|366 Justin Ridge Apt. 529|Hialeah|FL|33014|25.8963|-80.3063|347944|Journalist, newspaper|1988-02-11|414865691773|adults_2550_male_urban.json
104-11-1349|3528671200720246|Victoria|Richardson|F|910 Patricia Isle Apt. 091|Greensboro|NC|27410|36.1032|-79.8794|305168|Archaeologist|1983-03-26|2638670490|adults_2550_female_urban.json
197-22-6404|30149498194215|Joel|Phelps|M|817 Hannah Bypass|Gold Hill|OR|97525|42.4244|-123.0854|4601|Nurse, learning disability|1966-05-28|373027171465|adults_50up_male_urban.json
712-61-7414|374663453372206|Angela|Matthews|F|17221 Townsend Spurs|Terre Haute|IN|47802|39.407|-87.402|95238|IT consultant|1938-04-30|264480952071|adults_50up_female_urban.json
446-53-2009|4370526351004625|Robert|Ford|M|572 Mcgee Station Suite 592|Green Bay|WI|54301|44.482|-88.0205|179116|Actor|1994-09-22|862726533765|adults_2550_male_urban.json
257-54-1528|30520238974324|Jason|Townsend|M|595 Smith Orchard Apt. 325|Los Gatos|CA|95033|37.1539|-121.9816|47252|Risk analyst|1984-04-11|580995026739|adults_2550_male_urban.json
542-76-3223|6011798487045067|Kevin|Hanna|M|6799 Sandra Village|Reno|NV|89521|39.3809|-119.6859|276896|Therapist, art|1985-03-07|494878585280|adults_2550_male_urban.json
668-05-3760|4640830373606019|Robert|Hill|M|84907 Amanda Plaza Suite 136|Escanaba|MI|49829|45.7659|-87.089|17347|Surveyor, mining|1984-11-24|363894201816|adults_2550_male_urban.json
672-26-0233|4153701242446268|Christina|Martin|F|4881 Tonya Well|Fort Worth|TX|76108|32.7822|-97.4969|813980|Community development worker|1954-08-13|69748342254|adults_50up_female_urban.json
814-98-4425|4751887817941514|Heather|Hughes|F|409 Victoria Estates|Columbus|OH|43085|40.0999|-83.0157|783285|Dancer|1932-04-16|177562972565|adults_50up_female_urban.json
707-69-3182|30505661863235|Marc|Webb|M|378 Hughes Row|Rochester|WA|98579|46.8193|-123.0406|12870|Merchandiser, retail|1986-08-09|988697662221|adults_2550_male_urban.json
464-25-0061|3505560571219887|Pamela|Watkins|F|8851 Kristi Route Suite 348|East Setauket|NY|11733|40.9426|-73.1116|18949|Physicist, medical|2000-02-03|39915069480|adults_2550_female_urban.json
057-39-2244|3562456185174461|Alexander|Zavala|M|12899 Michael Court Suite 551|Fall City|WA|98024|47.5682|-121.8896|5650|Education officer, museum|1980-05-17|234403901935|adults_2550_male_urban.json
081-30-0805|4881898484160461547|Natalie|Taylor|F|017 Taylor Lake|Spartanburg|SC|29303|34.9803|-81.9168|129573|Optician, dispensing|1969-03-04|118291836420|adults_50up_female_urban.json
606-72-4057|2272291073228365|Aaron|Mills|M|378 Brian Forest Suite 384|Burtonsville|MD|20866|39.0922|-76.9339|13344|Local government officer|1972-11-20|442966651180|adults_50up_male_urban.json
422-75-4714|4916497016934292912|Tracy|Wright|F|30162 Joshua Creek|Stanfield|NC|28163|35.2106|-80.4407|5233|Teacher, special educational needs|1989-05-16|712976672911|adults_2550_female_urban.json
114-90-0226|6011537221556686|Melanie|Ramos|F|236 Lopez Shores|Petersburg|VA|23805|37.1819|-77.3854|62283|Financial manager|2006-06-23|538975073732|young_adults_female_urban.json
448-07-4131|630472007842|Christina|Rodriguez|F|44260 Floyd Pines Apt. 975|Ramona|OK|74061|36.5752|-95.8962|2095|Immunologist|1958-09-24|247580168632|adults_50up_female_rural.json
705-36-7813|6527372037638826|Ashley|Griffith|F|148 Francis Brooks Apt. 913|Dayton|OH|45420|39.7171|-84.1342|479994|Heritage manager|1969-09-16|890140986236|adults_50up_female_urban.json
685-72-9412|213178020586951|April|Lee|F|464 Willis Road|Greeley|CO|80631|40.385|-104.6806|101464|Operational investment banker|1970-05-14|926294893539|adults_50up_female_urban.json
579-73-5848|2297933505573857|Johnny|Jordan|M|119 Jesse Way|Hanford|CA|93230|36.3314|-119.6491|65264|Armed forces logistics/support/administrative officer|1990-01-12|511981401938|adults_2550_male_urban.json
757-10-1682|4233351040961490|Steve|Orozco|M|3911 Moody Plain|Winston Salem|NC|27104|36.092|-80.3224|250944|Financial adviser|1956-09-29|519880753902|adults_50up_male_urban.json
555-22-0105|30365118939405|Jessica|Bailey|F|8201 Elizabeth Fields Apt. 230|Hampton|VA|23663|37.0318|-76.3199|136895|Editorial assistant|1971-12-14|907079294813|adults_50up_female_urban.json
136-38-7551|676373920138|Holly|Sherman|F|621 Thomas Avenue Apt. 508|Santee|CA|92071|32.8486|-116.9862|53422|Economist|1987-06-12|926357614526|adults_2550_female_urban.json
112-11-2582|4261632488890|Steven|Stark|M|2989 Stephanie Manors Apt. 974|Omaha|NE|68127|41.2074|-96.0612|518429|Interpreter|1984-04-08|666837604482|adults_2550_male_urban.json
752-99-0329|4468719120383|Tiffany|Wilson|F|9208 Amber Fort Apt. 308|North Miami Beach|FL|33160|25.9449|-80.1391|40053|Training and development officer|1932-07-31|972997655939|adults_50up_female_urban.json
552-71-1370|344458220673235|Melissa|Davis|F|716 Joan Islands|Ashburn|VA|20147|39.0373|-77.4805|82396|Psychiatrist|1960-12-06|748031409868|adults_50up_female_urban.json
868-44-0491|639000001524|Nina|Morton|F|37178 Brown Roads|Cedar Rapids|IA|52403|41.9843|-91.6259|134152|Trade union research officer|1997-03-14|790384969855|adults_2550_female_urban.json
362-41-6211|4844421829987478|Kelly|Tate|F|48905 Harrison Parkways|Colfax|NC|27235|36.1003|-80.0103|4136|Presenter, broadcasting|1983-11-26|27776896893|adults_2550_female_urban.json
051-01-4281|4551584826695|Barbara|Gutierrez|F|355 Michael View Apt. 960|Richmond|TX|77406|29.6436|-95.798|97598|Sub|1976-02-24|46017517051|adults_2550_female_urban.json
055-53-3407|4998795098228|Austin|Adams|M|64818 Jose Street|Pharr|TX|78577|26.1771|-98.187|70840|Further education lecturer|1974-04-14|944730249396|adults_50up_male_urban.json
561-61-8167|4638164321260|Manuel|Phillips|M|946 Moore Gardens|Conroe|TX|77302|30.2238|-95.3577|130233|Personnel officer|1984-10-10|789228069691|adults_2550_male_urban.json
740-93-8657|6011144170646251|Tracy|Brooks|M|26355 Kelly Way Apt. 176|Seattle|WA|98168|47.4889|-122.3012|837792|Insurance account manager|1955-05-27|869349448375|adults_50up_male_urban.json
298-66-9433|213131538882453|Nicholas|Anderson|M|504 Victoria Highway|Corning|NY|14830|42.1383|-77.0475|19850|Field trials officer|1976-04-16|228561552870|adults_2550_male_urban.json
844-46-3184|180095163211198|Jesse|Owens|M|093 Brittney Roads|Honolulu|HI|96813|21.3179|-157.8521|403114|Engineer, civil (consulting)|1958-04-08|238338820823|adults_50up_male_urban.json
660-42-3699|630401198753|Wendy|Davis|F|800 Jason Burg Apt. 915|Tyler|TX|75703|32.2768|-95.3031|144160|Patent examiner|1974-07-06|601776520607|adults_50up_female_urban.json
612-68-0215|4577449160939|Jenna|Lynch|F|01491 Monica Route Suite 184|Wawaka|IN|46794|41.4833|-85.4804|1587|Equities trader|1997-05-02|434785335466|adults_2550_female_rural.json
352-04-9611|4322399821374559|Jason|Davis|M|428 Shepard Canyon|Fort Mill|SC|29707|34.9773|-80.8584|67600|Medical technical officer|1963-10-22|24182718711|adults_50up_male_urban.json
346-31-8068|6560811260030837|Heather|Sanders|F|62715 Cory Extensions|Laredo|TX|78046|27.4047|-99.4743|248858|Engineering geologist|1995-04-09|984638548083|adults_2550_female_urban.json
054-56-8341|213169177682933|William|Guerra|M|013 Kemp Avenue Suite 354|Half Way|MO|65663|37.6018|-93.242|2481|Field seismologist|2004-11-15|946941018670|young_adults_male_rural.json
564-95-8661|4033591015709083|Jacob|Cunningham|M|4920 Braun Prairie|Moreno Valley|CA|92553|33.9157|-117.2351|193933|Diagnostic radiographer|1983-05-20|830658937441|adults_2550_male_urban.json
587-80-6894|3548997184285963|Mallory|Carroll|F|9140 Hudson Turnpike|Shirley|NY|11967|40.7439|-72.876|26583|Engineer, broadcasting (operations)|1956-07-31|193072903887|adults_50up_female_urban.json
111-24-3655|4669806908726176074|Christopher|Lewis|M|935 Santos Pike|Lamar|MO|64759|37.5191|-94.3364|8244|Corporate investment banker|1976-03-16|986370417445|adults_2550_male_urban.json
018-37-0051|371299650826950|Kimberly|Thomas|F|86965 Mccoy Village Apt. 087|Grand Prairie|TX|75050|32.7649|-97.0112|174375|Physiological scientist|1956-08-15|739156367365|adults_50up_female_urban.json
150-99-3118|180095143468231|Laurie|Mejia|F|002 Goodwin Alley Apt. 869|Basking Ridge|NJ|07920|40.6789|-74.5605|26747|Nurse, adult|1976-08-23|974559600317|adults_2550_female_urban.json
057-15-6344|213111395001686|Amy|Wong|F|9150 Russell Fall|Toronto|OH|43964|40.4733|-80.6325|9575|Scientist, research (maths)|1958-02-22|958619089007|adults_50up_female_urban.json
454-83-6737|4053440777946209|Miguel|Cole|M|662 Melvin Point|Fredericksburg|VA|22407|38.2688|-77.5476|156008|Chief Executive Officer|1981-03-06|960981164273|adults_2550_male_urban.json
641-61-6300|503899140688|Megan|Baker|F|37312 Howard Extension|Deerfield|IL|60015|42.1705|-87.859|26800|Engineer, electrical|1985-10-27|442214188811|adults_2550_female_urban.json
558-11-7607|562119206133|Nicole|Young|F|77895 Martinez Forge Suite 184|Rancho Santa Fe|CA|92067|33.005|-117.2157|10583|Information systems manager|1964-10-31|649676504338|adults_50up_female_urban.json
173-75-5293|503864801645|Dominique|Brown|F|41678 Sarah Mountain Suite 822|Aurora|CO|80010|39.7368|-104.8646|389246|Cabin crew|1994-04-13|914888221648|adults_2550_female_urban.json
095-63-9651|213113486298577|Richard|Mcdaniel|M|63831 Amy Island Suite 053|Boyds|MD|20841|39.21|-77.3167|10460|Teacher, primary school|2000-03-16|497143629428|adults_2550_male_urban.json
024-64-9644|180061770673683|Penny|Thomas|F|0682 Donna Extension|Shakopee|MN|55379|44.7793|-93.5197|40416|Education administrator|1964-01-03|692451413105|adults_50up_female_urban.json
691-21-1413|6505871469218219|William|Taylor|M|9089 Young Road Suite 802|Jefferson City|MO|65109|38.5773|-92.2443|68677|Computer games developer|1976-02-06|932170202021|adults_2550_male_urban.json
035-78-3766|4948424959881144|Gregory|Garrett|M|71523 West Neck Apt. 820|Elkins|WV|26241|38.9253|-79.8471|14591|Warden/ranger|1963-08-15|302589063491|adults_50up_male_urban.json
080-79-1041|3579876829968724|Russell|Anderson|M|0858 Raymond Ferry|Tampa|FL|33625|28.0726|-82.559|717255|Field seismologist|1952-11-30|57418047330|adults_50up_male_urban.json
031-85-5905|6595790012482554|Derrick|White|M|9632 Serrano Ridge Suite 232|New Haven|MI|48048|42.7443|-82.8042|9201|Site engineer|1945-02-14|634535721783|adults_50up_male_urban.json
809-51-3641|4562415285720|Thomas|Cooper|M|269 Miranda Forges|Westerville|OH|43081|40.1146|-82.9105|85937|Lobbyist|1989-01-24|667995150787|adults_2550_male_urban.json
379-14-3663|213186550784680|Erika|Bishop|F|443 James Road Apt. 891|Buffalo|NY|14225|42.9255|-78.7481|564824|Clinical scientist, histocompatibility and immunogenetics|1989-05-14|532206063817|adults_2550_female_urban.json
169-07-3263|180093401536419|Erika|Chavez|F|3132 Harvey Forest Suite 781|Broomfield|CO|80020|39.9245|-105.0609|92337|Field seismologist|1989-08-11|471582271198|adults_2550_female_urban.json
325-06-0264|3521410527698190|Kelly|Hoffman|F|0452 Megan Pine|Upper Marlboro|MD|20774|38.8682|-76.8156|85638|Surveyor, insurance|1952-08-28|845492029335|adults_50up_female_urban.json
167-18-5422|180060598678742|Elizabeth|Jackson|F|585 Weaver Junction Suite 559|Memphis|TN|38126|35.1255|-90.0424|697385|Holiday representative|1950-01-28|550519352170|adults_50up_female_urban.json
630-16-1360|3550200024539318|Tyler|Anderson|M|5130 Morgan Bypass|Hinton|WV|25951|37.664|-80.8678|6208|Scientist, research (maths)|1996-05-11|696661267265|adults_2550_male_urban.json
569-95-2985|4444889669972731|Jay|Nolan|M|462 David Vista Apt. 543|Burneyville|OK|73430|33.9515|-97.3249|1176|Building control surveyor|1944-06-29|238481613903|adults_50up_male_rural.json
178-91-8903|5531239204910609|Stephen|Stone|M|7238 Cooper Place Apt. 768|Brighton|MA|02135|42.3478|-71.1566|42780|Chartered loss adjuster|1965-12-26|501073035208|adults_50up_male_urban.json
186-45-7866|30545847262902|Erika|Montgomery|F|8316 Andrea Falls Suite 172|Memphis|TN|38111|35.1076|-89.9457|697385|Biomedical scientist|1931-08-11|753582792972|adults_50up_female_urban.json
454-92-3560|3505222999362167|Robert|Sandoval|M|438 Joel Expressway|Addison|IL|60101|41.9335|-88.0054|39119|Journalist, broadcasting|1999-08-08|402237945124|adults_2550_male_urban.json
251-74-8851|4844617773269|Dylan|Mcmahon|M|4979 Henry Mission Suite 029|Saint Louis|MO|63138|38.8033|-90.2065|927396|Ecologist|1960-04-21|74904838256|adults_50up_male_urban.json
340-32-9764|38137529883221|Alfred|Leonard|M|56083 Benjamin Cape|Chula Vista|CA|91913|32.6513|-116.9852|239879|Geochemist|1959-03-22|608858844959|adults_50up_male_urban.json
831-88-7629|180053585238604|Rebecca|Nielsen|F|04436 Lisa Walk|Southaven|MS|38671|34.9771|-89.9992|46961|Teacher, secondary school|1978-09-27|121636626916|adults_2550_female_urban.json
356-21-3442|3502929501437484|Cheryl|Salazar|F|96713 Davis Crescent|Stockton|CA|95206|37.9177|-121.3123|357430|Dance movement psychotherapist|1965-12-29|53248229320|adults_50up_female_urban.json
750-20-1894|4176720191117|James|Garcia|M|19072 Stanley Pines|Sugarcreek|OH|44681|40.5148|-81.6604|7799|Primary school teacher|1973-07-02|274587577529|adults_50up_male_urban.json
638-96-3508|579366538026|Jesse|Mcdowell|M|124 Craig Haven Apt. 868|Kearny|NJ|07032|40.7647|-74.1471|40684|Counselling psychologist|1960-02-27|373326842305|adults_50up_male_urban.json
591-86-5352|4946209355610391|Linda|Anderson|F|13712 Lee Knolls Suite 856|Harleysville|PA|19438|40.2659|-75.3883|23765|Information systems manager|1972-05-28|232488012574|adults_50up_female_urban.json
266-10-2559|503870615922|John|Grant|M|29907 Ryan Wall Apt. 632|Mayfield|KY|42066|36.7327|-88.6506|23182|Computer games developer|1966-01-20|312931364007|adults_50up_male_urban.json
110-44-5234|4034030109567975642|Lisa|Wood|F|4623 Mendoza Coves Apt. 476|Meadowview|VA|24361|36.7612|-81.8512|5431|Accountant, chartered|1972-11-02|47719492861|adults_50up_female_urban.json
788-16-8425|5230683176417263|Kelli|Stephens|F|571 Brittany Ways|Lindenhurst|NY|11757|40.6884|-73.3745|45700|Clinical cytogeneticist|2003-06-17|377846316914|young_adults_female_urban.json
475-11-3203|213167130735103|Robin|Roberts|F|4362 Jane Burg Apt. 962|Columbus|KS|66725|37.1699|-94.8899|5739|Magazine journalist|1944-05-09|947176403532|adults_50up_female_urban.json
364-58-6979|3594703180533965|Brooke|Patrick|F|6662 Michael Circles Apt. 270|Xenia|OH|45385|39.6842|-83.9369|37247|Ambulance person|1939-10-05|443524111589|adults_50up_female_urban.json
103-40-5413|4110797714004934|Kimberly|David|F|949 Leslie Shores|Indiana|PA|15701|40.6196|-79.1596|34704|Brewing technologist|1981-10-23|860353528908|adults_2550_female_urban.json
262-79-9976|213194976987317|Christina|Garza|F|6984 Robert Light|Andrews|IN|46702|40.8618|-85.6067|2304|Child psychotherapist|1999-06-26|236860745642|adults_2550_female_rural.json
051-63-7863|3533256238994998|Susan|Forbes|F|14262 Jason Center Suite 821|Kenilworth|NJ|07033|40.6759|-74.2944|7914|Chartered public finance accountant|1970-08-20|61893665269|adults_50up_female_urban.json
677-86-0450|4181359989897213|Bradley|Wallace|M|889 Reilly Pass|Issaquah|WA|98027|47.4974|-122.0107|50489|Airline pilot|1984-11-30|905444900027|adults_2550_male_urban.json
560-52-4261|4217588397857082008|Debbie|Williams|F|7123 Elliott Hills Suite 112|Espanola|NM|87532|35.9872|-106.0717|18408|Sales promotion account executive|1963-03-09|549287619295|adults_50up_female_urban.json
605-35-2710|3588276970409538|Micheal|Green|M|615 Williams Plaza|Torrance|CA|90505|33.8106|-118.3507|174353|Fish farm manager|1964-07-28|533336279700|adults_50up_male_urban.json
828-89-9064|213156517962406|Stacey|Howe|F|668 Jennifer Ridge Suite 047|Pittsburgh|PA|15235|40.4598|-79.8224|687276|Sales promotion account executive|1966-05-28|164550477873|adults_50up_female_urban.json
012-20-9189|346225936488200|Kathryn|Berry|F|8688 Christina Mews|Seminole|OK|74868|35.2521|-96.6683|13152|Copywriter, advertising|1997-09-08|287698437735|adults_2550_female_urban.json
155-97-8638|30160911413199|Steven|Gamble|M|9236 Jesse Mountains|Long Beach|CA|90803|33.7619|-118.1341|471952|Orthoptist|1979-04-19|3841601171|adults_2550_male_urban.json
255-06-4170|346502544724196|Anne|Stewart|F|44096 Bruce Mountains|Duluth|GA|30096|33.9845|-84.1529|103980|Radio broadcast assistant|1989-11-26|824338905639|adults_2550_female_urban.json
529-17-4239|3588067821417469|Jose|Carney|M|9266 Gardner Ridges|Sharon|MA|02067|42.1094|-71.1759|17486|Solicitor|1955-09-13|887415004383|adults_50up_male_urban.json
716-75-6486|3548694155945010|Becky|Taylor|F|75360 Wilson Mountains|Columbus|IN|47201|39.2055|-85.9317|67468|Careers information officer|1989-11-06|749138856546|adults_2550_female_urban.json
233-77-8812|180036536218940|Garrett|Greene|M|0009 Roman Hills Suite 204|Ty Ty|GA|31795|31.4752|-83.5921|2010|Mudlogger|1964-12-22|416605986593|adults_50up_male_rural.json
281-95-9122|3567605642045657|John|Ramos|M|745 James Parkways|Parker|CO|80134|39.4895|-104.8447|84861|Transport planner|2002-10-12|463980555298|young_adults_male_urban.json
878-48-4229|6522654016599532|Timothy|Smith|M|21224 Sylvia Union Suite 677|Wantagh|NY|11793|40.685|-73.5103|32298|Insurance risk surveyor|1985-05-30|147752183997|adults_2550_male_urban.json
628-09-6393|502012411588|Robin|King|F|08017 Olson Park Apt. 312|Naples|FL|34120|26.3304|-81.5871|276002|Technical brewer|1981-11-26|968925399378|adults_2550_female_urban.json
455-02-4477|30264261212035|Joseph|Perez|M|3659 Delacruz Place Apt. 785|Winnetka|IL|60093|42.1054|-87.7535|19570|Dispensing optician|1982-07-16|191186415169|adults_2550_male_urban.json
127-86-9134|3585454006445478|Gina|Thomas|F|12327 Carrillo Ridges|Chicago|IL|60608|41.8515|-87.6694|2680484|Regulatory affairs officer|1938-01-27|805825157224|adults_50up_female_urban.json
087-58-7183|6011342720388628|Sally|Hurst|F|080 Catherine Loaf Apt. 045|Smyrna|GA|30080|33.8796|-84.5023|75810|Engineer, broadcasting (operations)|1999-04-02|421049388527|adults_2550_female_urban.json
812-30-5325|3549353400181678|Kara|Mitchell|F|5244 Rangel Lake|Palmetto|FL|34221|27.5429|-82.563|39457|Games developer|1991-11-13|469276233815|adults_2550_female_urban.json
545-27-8767|347993781053911|Bridget|Bryant|F|699 Mcneil Pines Apt. 904|Charlestown|IN|47111|38.4568|-85.6606|14533|International aid/development worker|1997-05-24|637722073567|adults_2550_female_urban.json
858-62-1715|4246301986424238393|Joanna|Boyd|F|121 Johnson Viaduct|Decatur|IL|62526|39.8583|-88.9382|87793|Designer, graphic|1976-04-27|970420808481|adults_2550_female_urban.json
177-67-8433|060498322100|Rose|Smith|F|00186 Hamilton Crescent|Franklin Square|NY|11010|40.701|-73.6758|23821|Armed forces technical officer|1997-10-06|33973366339|adults_2550_female_urban.json
647-77-9145|4610814356140382|Donna|Flores|F|198 Kristi Harbor|Lake Zurich|IL|60047|42.2165|-88.0769|41669|Pharmacist, community|1969-03-27|827996845029|adults_50up_female_urban.json
564-83-2266|4469510030763|Thomas|Smith|M|9671 Smith Spurs Apt. 666|Pontotoc|MS|38863|34.217|-88.9868|19788|Pharmacist, hospital|1990-12-21|99938187638|adults_2550_male_urban.json
663-51-6078|4134078516994970890|Alexis|Mejia|F|6834 Nicholas Stream|Hyattsville|MD|20783|39.0005|-76.9723|150988|Tax inspector|1997-12-03|685324745981|adults_2550_female_urban.json
398-78-7523|676138688897|Bailey|Rice|F|150 Pratt Meadow Apt. 571|Noblesville|IN|46060|40.0563|-86.0163|64438|Teacher, early years/pre|1985-07-24|985499447510|adults_2550_female_urban.json
710-77-3879|4126578982604189|Scott|Juarez|M|17558 Mata Crest Suite 774|Stamford|CT|06905|41.0888|-73.5435|122486|Chemical engineer|2001-10-28|823220522870|young_adults_male_urban.json
304-50-9866|4188241996264228|Charles|Hahn|M|917 Lisa Greens Suite 421|Avon|IN|46123|39.7629|-86.3996|31754|Surgeon|1998-08-06|748812994322|adults_2550_male_urban.json
498-06-5226|6011092257090010|Mark|Robinson|M|4072 Margaret Harbors Suite 282|Grandview|TX|76050|32.2779|-97.2351|5875|Surveyor, minerals|2009-08-26|359106624590|young_adults_male_urban.json
807-36-0083|502078822470|Cynthia|Taylor|F|68507 Brian Keys Apt. 119|Brooklyn|NY|11214|40.6016|-73.9968|2504700|Meteorologist|1992-02-15|4186410150|adults_2550_female_urban.json
865-60-1790|4526105370923009|Julia|Pacheco|F|007 Escobar Village Apt. 894|Cathedral City|CA|92234|33.8098|-116.4665|51151|Surveyor, planning and development|1967-11-27|359537624411|adults_50up_female_urban.json
233-83-2308|3569893652944716|Jennifer|Oconnor|F|3481 Rachel Stream|Richfield|WI|53076|43.2739|-88.2155|3648|Building services engineer|1976-03-21|283620405974|adults_2550_female_urban.json
158-46-9200|4321743574835269|Joseph|Sullivan|M|606 Lee Plaza Apt. 448|Los Angeles|CA|90008|34.0116|-118.3411|2383912|Retail manager|1935-08-28|602133936205|adults_50up_male_urban.json
182-41-3734|6562805507740651|Jerry|Rogers|M|6239 Jessica Branch|Brooklyn|NY|11234|40.6205|-73.9239|2504700|Therapist, music|1987-11-29|592851577159|adults_2550_male_urban.json
785-42-1756|675940913113|Zachary|Ford|M|90254 Fleming Center Apt. 206|Las Vegas|NV|89148|36.0588|-115.3104|1417793|Web designer|1967-05-31|344601580716|adults_50up_male_urban.json
275-90-1363|4012275950026019|Emma|Rogers|F|9479 Johnson Haven|Silver Spring|MD|20904|39.0668|-76.9969|282095|Armed forces logistics/support/administrative officer|2001-04-21|918933428543|young_adults_female_urban.json
784-57-3134|4980595031006492|Cindy|Torres|F|91045 Sharon Wells|Big Sandy|TX|75755|32.6168|-95.088|5719|Engineer, site|1974-10-29|49084639670|adults_50up_female_urban.json
716-98-4657|5384913599285532|Terry|Parks|M|05610 Rick Oval Apt. 069|Cold Spring Harbor|NY|11724|40.8601|-73.4423|3220|Phytotherapist|1964-03-13|910141508456|adults_50up_male_urban.json
076-70-6339|3574037842339444|Lauren|Richmond|F|00677 Blake Vista Apt. 550|Garfield|AR|72732|36.4288|-93.9512|4716|Engineering geologist|1933-04-07|696474817785|adults_50up_female_urban.json
012-10-8082|4542624178429|Kevin|Burton|M|34511 Jo Bypass|Saint Cloud|MN|56303|45.5713|-94.2036|74438|Teacher, music|1989-01-24|704545721480|adults_2550_male_urban.json
432-87-0761|340886843021164|James|Robinson|M|045 Cook Wells|Watertown|NY|13601|43.9743|-75.9122|47918|Surveyor, quantity|1977-04-28|869973472445|adults_2550_male_urban.json
462-42-9267|4299642603362022|Jimmy|Gomez|M|47709 Aaron Mills|Sun Valley|CA|91352|34.2209|-118.3699|47807|Colour technologist|1990-08-03|880858425211|adults_2550_male_urban.json
166-29-9024|503836219215|Heather|Lozano|F|970 Cunningham Mews|Aurora|CO|80010|39.7368|-104.8646|389246|Claims inspector/assessor|1999-12-20|123578245986|adults_2550_female_urban.json
217-69-6086|349597721688005|Paul|Mejia|M|8931 Franklin Drives|Denver|CO|80221|39.838|-104.9988|990452|Rural practice surveyor|1986-02-09|639557630974|adults_2550_male_urban.json
177-66-4524|370182272002831|Lisa|Herrera|F|20414 Freeman Harbors|Glen Cove|NY|11542|40.865|-73.6277|27633|Engineer, mining|1974-06-30|144874152907|adults_50up_female_urban.json
881-68-1798|2359930202030426|Colleen|Anderson|F|5213 Robbins Canyon Apt. 816|Springville|IA|52336|42.0607|-91.4394|2363|Legal executive|1974-02-03|55346391189|adults_50up_female_rural.json
406-26-0048|4593777569198326|Randall|Sutton|M|161 Evans Way|Mesa|AZ|85212|33.3425|-111.6353|478404|Translator|1975-08-11|945068368900|adults_50up_male_urban.json
597-96-8699|4043841966225|Latoya|Solis|F|67080 Sullivan Land|Freeport|IL|61032|42.2991|-89.6345|31651|Pensions consultant|1980-08-15|433394030912|adults_2550_female_urban.json
772-06-6278|4219865504940|Richard|Logan|M|076 Petty Spur Suite 933|Lake City|TN|37769|36.2032|-84.1386|5990|Tax inspector|1993-12-31|379747403005|adults_2550_male_urban.json
663-78-6176|4322626114243624|Thomas|Rodgers|M|2188 Amanda Park Apt. 962|Waxhaw|NC|28173|34.9251|-80.7278|45097|Film/video editor|1948-03-22|342413496934|adults_50up_male_urban.json
729-11-9844|3543385324725053|Joseph|Walker|M|03115 Sullivan Landing Suite 576|Brookpark|OH|44142|41.3979|-81.8118|19201|Surveyor, rural practice|1983-08-24|294957478259|adults_2550_male_urban.json
816-59-6577|3553536597466984|James|Roman|M|42125 Wood Plain Apt. 959|Nogales|AZ|85621|31.377|-110.9435|23054|Information officer|1985-01-04|96671319618|adults_2550_male_urban.json
190-98-6539|3555966472130744|Breanna|Richardson|F|2614 Whitney Greens|Santa Ana|CA|92703|33.7489|-117.9072|348131|Sport and exercise psychologist|1979-03-25|217254569332|adults_2550_female_urban.json
162-54-1907|4430796373100817851|Tamara|Thomas|F|58718 Flores Fords|Rumford|ME|04276|44.5434|-70.5645|5841|Medical laboratory scientific officer|1986-06-16|307768515265|adults_2550_female_urban.json
181-56-8282|30447017320869|Robert|Hutchinson|M|77729 Ross Islands|Exton|PA|19341|40.0468|-75.6432|16709|Optometrist|1976-04-05|211262141040|adults_2550_male_urban.json
115-36-1015|4527810558000277|Scott|Thompson|M|42573 Ronald Rapids|Brooklyn|NY|11204|40.6179|-73.9856|2504700|Illustrator|1997-03-12|762673080657|adults_2550_male_urban.json
