ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
276-47-4258|30223989830650|Anthony|Perez|M|98041 Chavez Hill|Peoria|AZ|85383|33.7169|-112.238|158093|Curator|1938-01-27|480428600375|adults_50up_male_urban.json
191-30-6709|4813190924876230395|Micheal|Jones|M|2817 Cummings Drives|Englewood|OH|45322|39.877|-84.3319|21447|Social research officer, government|1953-04-04|205867017127|adults_50up_male_urban.json
009-42-2815|4880622072239594730|Jesse|Mckinney|M|90162 Justin Pines|Fort Lauderdale|FL|33317|26.1122|-80.2264|711693|Recruitment consultant|1967-05-27|831838637614|adults_50up_male_urban.json
555-93-6618|180085996486281|Scott|Martinez|M|19541 Reyes Hills|Littleton|CO|80124|39.5506|-104.8972|320420|Midwife|1969-04-17|343699929672|adults_50up_male_urban.json
769-03-3532|6011792463203741|John|Owens|M|3726 John Drive Apt. 450|Westwood|NJ|07675|41.0092|-74.0041|26339|Maintenance engineer|1996-09-11|998429956509|adults_2550_male_urban.json
670-56-1280|3558870715534828|Adam|Garcia|M|08385 Shane Isle Suite 595|Colorado Springs|CO|80917|38.886|-104.7399|525713|Higher education careers adviser|1963-01-27|57414983384|adults_50up_male_urban.json
600-16-7183|36808981265741|Briana|Gill|F|96463 Bradley Bridge|Worcester|MA|01607|42.2303|-71.7938|181315|Contracting civil engineer|1965-11-16|460396843660|adults_50up_female_urban.json
428-20-6995|180030120471379|Thomas|Martin|M|17595 Sosa Green Suite 582|Bronx|NY|10452|40.8376|-73.9216|1382480|Theme park manager|2001-11-01|749557899870|young_adults_male_urban.json
609-32-3707|630474584764|Anthony|Vargas|M|28333 Stein Courts Suite 666|Houston|TX|77032|29.9368|-95.3299|2906700|Tax adviser|1945-04-09|327840064087|adults_50up_male_urban.json
167-80-7884|4506662670551439|John|Cuevas|M|366 Justin Ridge Apt. 529|Cochranton|PA|16314|41.5205|-80.0573|5507|Journalist, newspaper|1989-02-11|414865691773|adults_2550_male_urban.json
104-11-1349|3528671200720246|William|Richardson|M|910 Patricia Isle Apt. 091|Chicago|IL|60629|41.7781|-87.7069|2680484|Archaeologist|1983-03-26|2638670490|adults_2550_male_urban.json
197-22-6404|30149498194215|Joel|Phelps|M|817 Hannah Bypass|Monsey|NY|10952|41.1163|-74.0736|38917|Nurse, learning disability|1987-05-28|373027171465|adults_2550_male_urban.json
712-61-7414|374663453372206|Bobby|Matthews|M|17221 Townsend Spurs|Portland|OR|97236|45.4887|-122.5091|841711|IT consultant|1979-04-30|264480952071|adults_2550_male_urban.json
446-53-2009|4370526351004625|Robert|Ford|M|572 Mcgee Station Suite 592|Hamburg|NY|14075|42.7334|-78.8389|41937|Actor|2003-09-22|862726533765|young_adults_male_urban.json
257-54-1528|30520238974324|Jason|Townsend|M|595 Smith Orchard Apt. 325|Stanford|CA|94305|37.4236|-122.1619|13862|Risk analyst|1974-04-11|580995026739|adults_50up_male_urban.json
542-76-3223|6011798487045067|Leah|Hanna|F|6799 Sandra Village|Rush City|MN|55069|45.6845|-92.9979|5540|Therapist, art|1945-03-07|494878585280|adults_50up_female_urban.json
668-05-3760|4640830373606019|Robert|Hill|M|84907 Amanda Plaza Suite 136|Amherst|MA|01003|42.3919|-72.5248|39421|Surveyor, mining|1996-11-24|363894201816|adults_2550_male_urban.json
672-26-0233|4153701242446268|Damon|Martin|M|4881 Tonya Well|Marietta|GA|30068|33.9679|-84.4385|302309|Community development worker|1933-08-13|69748342254|adults_50up_male_urban.json
814-98-4425|4751887817941514|Harry|Hughes|M|409 Victoria Estates|Southbury|CT|06488|41.4767|-73.2241|19904|Dancer|2010-04-16|177562972565|young_adults_male_urban.json
707-69-3182|30505661863235|Lisa|Webb|F|378 Hughes Row|Jamaica|NY|11435|40.7029|-73.8111|224445|Merchandiser, retail|1988-08-09|988697662221|adults_2550_female_urban.json
464-25-0061|3505560571219887|Pamela|Watkins|F|8851 Kristi Route Suite 348|New York City|NY|10039|40.8265|-73.9383|1577385|Physicist, medical|1957-02-03|39915069480|adults_50up_female_urban.json
057-39-2244|3562456185174461|Alison|Zavala|F|12899 Michael Court Suite 551|Lincoln|CA|95648|38.8942|-121.2908|47354|Education officer, museum|1965-05-17|234403901935|adults_50up_female_urban.json
081-30-0805|4881898484160461547|Patrick|Taylor|M|017 Taylor Lake|Hubertus|WI|53033|43.2343|-88.2311|4885|Optician, dispensing|1962-03-04|118291836420|adults_50up_male_urban.json
606-72-4057|2272291073228365|Abigail|Mills|F|378 Brian Forest Suite 384|Houston|TX|77055|29.7971|-95.4958|2906700|Local government officer|1957-11-20|442966651180|adults_50up_female_urban.json
422-75-4714|4916497016934292912|Walter|Wright|M|30162 Joshua Creek|Providence|RI|02905|41.7845|-71.3959|203571|Teacher, special educational needs|1940-05-16|712976672911|adults_50up_male_urban.json
114-90-0226|6011537221556686|Michael|Ramos|M|236 Lopez Shores|Raleigh|NC|27613|35.8949|-78.7051|489514|Financial manager|1949-06-23|538975073732|adults_50up_male_urban.json
448-07-4131|630472007842|Damon|Rodriguez|M|44260 Floyd Pines Apt. 975|Weslaco|TX|78596|26.1694|-97.9887|63844|Immunologist|1999-09-24|247580168632|adults_2550_male_urban.json
705-36-7813|6527372037638826|Ashley|Griffith|F|148 Francis Brooks Apt. 913|Bellevue|WA|98004|47.6155|-122.2072|131324|Heritage manager|1969-09-16|890140986236|adults_50up_female_urban.json
685-72-9412|213178020586951|April|Lee|F|464 Willis Road|Sterling Heights|MI|48312|42.5592|-83.0029|129683|Operational investment banker|1985-05-14|926294893539|adults_2550_female_urban.json
579-73-5848|2297933505573857|Johnny|Jordan|M|119 Jesse Way|Lincoln University|PA|19352|39.7787|-75.8876|10622|Armed forces logistics/support/administrative officer|1953-01-12|511981401938|adults_50up_male_urban.json
757-10-1682|4233351040961490|Steve|Orozco|M|3911 Moody Plain|Lodi|NJ|07644|40.8764|-74.0838|24136|Financial adviser|1949-09-29|519880753902|adults_50up_male_urban.json
555-22-0105|30365118939405|Jeffery|Bailey|M|8201 Elizabeth Fields Apt. 230|Bremerton|WA|98311|47.6271|-122.6373|84812|Editorial assistant|1966-12-14|907079294813|adults_50up_male_urban.json
136-38-7551|676373920138|Holly|Sherman|F|621 Thomas Avenue Apt. 508|Jacksonville|FL|32225|30.351|-81.5061|847415|Economist|1941-06-12|926357614526|adults_50up_female_urban.json
112-11-2582|4261632488890|Steven|Stark|M|2989 Stephanie Manors Apt. 974|Johnston|RI|02919|41.8274|-71.52|28790|Interpreter|1962-04-08|666837604482|adults_50up_male_urban.json
752-99-0329|4468719120383|Travis|Wilson|M|9208 Amber Fort Apt. 308|Baltic|OH|43804|40.4476|-81.6792|3851|Training and development officer|1966-07-31|972997655939|adults_50up_male_urban.json
552-71-1370|344458220673235|Melissa|Davis|F|716 Joan Islands|Rocklin|CA|95765|38.8136|-121.2677|57307|Psychiatrist|2000-12-06|748031409868|adults_2550_female_urban.json
868-44-0491|639000001524|Nina|Morton|F|37178 Brown Roads|Duncan|OK|73533|34.5073|-97.9403|28434|Trade union research officer|1965-03-14|790384969855|adults_50up_female_urban.json
362-41-6211|4844421829987478|Kelly|Tate|F|48905 Harrison Parkways|Hammond|LA|70401|30.5191|-90.4879|47940|Presenter, broadcasting|2005-11-26|27776896893|young_adults_female_urban.json
051-01-4281|4551584826695|Barbara|Gutierrez|F|355 Michael View Apt. 960|Lake City|FL|32024|30.1055|-82.6878|57683|Sub|1982-02-24|46017517051|adults_2550_female_urban.json
055-53-3407|4998795098228|Austin|Adams|M|64818 Jose Street|Natchez|MS|39120|31.5492|-91.3642|32334|Further education lecturer|1970-04-14|944730249396|adults_50up_male_urban.json
561-61-8167|4638164321260|Lisa|Phillips|F|946 Moore Gardens|Lancaster|TX|75134|32.6161|-96.783|38269|Personnel officer|1989-10-10|789228069691|adults_2550_female_urban.json
740-93-8657|6011144170646251|Tracy|Brooks|M|26355 Kelly Way Apt. 176|Churchton|MD|20733|38.8018|-76.5248|2672|Insurance account manager|1947-05-27|869349448375|adults_50up_male_urban.json
298-66-9433|213131538882453|Nicholas|Anderson|M|504 Victoria Highway|Woodstock|GA|30188|34.106|-84.5117|89239|Field trials officer|1969-04-16|228561552870|adults_50up_male_urban.json
844-46-3184|180095163211198|Jordan|Owens|F|093 Brittney Roads|Fishkill|NY|12524|41.5404|-73.8979|15598|Engineer, civil (consulting)|1981-04-08|238338820823|adults_2550_female_urban.json
660-42-3699|630401198753|William|Davis|M|800 Jason Burg Apt. 915|Montgomery|AL|36117|32.3736|-86.1833|214703|Patent examiner|2004-07-06|601776520607|young_adults_male_urban.json
612-68-0215|4577449160939|Jenna|Lynch|F|01491 Monica Route Suite 184|Sterling Heights|MI|48314|42.6124|-83.0345|129683|Equities trader|1967-05-02|434785335466|adults_50up_female_urban.json
352-04-9611|4322399821374559|Jason|Davis|M|428 Shepard Canyon|Bryan|TX|77807|30.6711|-96.4799|89322|Medical technical officer|1976-10-22|24182718711|adults_2550_male_urban.json
346-31-8068|6560811260030837|Isaiah|Sanders|M|62715 Cory Extensions|New Canaan|CT|06840|41.151|-73.4944|19738|Engineering geologist|1973-04-09|984638548083|adults_50up_male_urban.json
054-56-8341|213169177682933|Victoria|Guerra|F|013 Kemp Avenue Suite 354|Dahlonega|GA|30533|34.5299|-83.9798|25296|Field seismologist|1969-11-15|946941018670|adults_50up_female_urban.json
564-95-8661|4033591015709083|Jacob|Cunningham|M|4920 Braun Prairie|Auburn|CA|95602|38.9829|-121.0944|45428|Diagnostic radiographer|2002-05-20|830658937441|young_adults_male_urban.json
587-80-6894|3548997184285963|Mark|Carroll|M|9140 Hudson Turnpike|Foley|AL|36535|30.4007|-87.6857|26767|Engineer, broadcasting (operations)|1961-07-31|193072903887|adults_50up_male_urban.json
111-24-3655|4669806908726176074|Christopher|Lewis|M|935 Santos Pike|Birmingham|AL|35209|33.4653|-86.8082|493806|Corporate investment banker|1942-03-16|986370417445|adults_50up_male_urban.json
018-37-0051|371299650826950|Kimberly|Thomas|F|86965 Mccoy Village Apt. 087|Aberdeen|WA|98520|46.9843|-123.7963|23814|Physiological scientist|1969-08-15|739156367365|adults_50up_female_urban.json
150-99-3118|180095143468231|Laurie|Mejia|F|002 Goodwin Alley Apt. 869|San Luis Obispo|CA|93405|35.2901|-120.6817|63473|Nurse, adult|2008-08-23|974559600317|young_adults_female_urban.json
057-15-6344|213111395001686|Anthony|Wong|M|9150 Russell Fall|Winston Salem|NC|27107|36.0403|-80.1933|250944|Scientist, research (maths)|1978-02-22|958619089007|adults_2550_male_urban.json
454-83-6737|4053440777946209|Michelle|Cole|F|662 Melvin Point|West Chester|PA|19382|39.9441|-75.5882|105091|Chief Executive Officer|1969-03-06|960981164273|adults_50up_female_urban.json
641-61-6300|503899140688|Michael|Baker|M|37312 Howard Extension|Richardson|TX|75081|32.9462|-96.7058|99347|Engineer, electrical|1943-10-27|442214188811|adults_50up_male_urban.json
558-11-7607|562119206133|Paul|Young|M|77895 Martinez Forge Suite 184|Fontana|CA|92336|34.1173|-117.4378|221665|Information systems manager|1977-10-31|649676504338|adults_2550_male_urban.json
173-75-5293|503864801645|Dustin|Brown|M|41678 Sarah Mountain Suite 822|Springfield|MO|65803|37.2593|-93.2912|219752|Cabin crew|1954-04-13|914888221648|adults_50up_male_urban.json
095-63-9651|213113486298577|Richard|Mcdaniel|M|63831 Amy Island Suite 053|Croydon|PA|19021|40.0933|-74.8991|10074|Teacher, primary school|2000-03-16|497143629428|adults_2550_male_urban.json
024-64-9644|180061770673683|Richard|Thomas|M|0682 Donna Extension|Madison|WI|53703|43.0775|-89.3831|272940|Education administrator|1934-01-03|692451413105|adults_50up_male_urban.json
691-21-1413|6505871469218219|William|Taylor|M|9089 Young Road Suite 802|Madras|OR|97741|44.6376|-121.1349|11912|Computer games developer|1980-02-06|932170202021|adults_2550_male_urban.json
035-78-3766|4948424959881144|Gregory|Garrett|M|71523 West Neck Apt. 820|Long Beach|CA|90805|33.8635|-118.1801|471952|Warden/ranger|1970-08-15|302589063491|adults_50up_male_urban.json
080-79-1041|3579876829968724|Russell|Anderson|M|0858 Raymond Ferry|Arvada|CO|80007|39.8634|-105.1724|122111|Field seismologist|1979-11-30|57418047330|adults_2550_male_urban.json
031-85-5905|6595790012482554|Debra|White|F|9632 Serrano Ridge Suite 232|Pahoa|HI|96778|19.5089|-154.9231|14409|Site engineer|1976-02-14|634535721783|adults_2550_female_urban.json
809-51-3641|4562415285720|Thomas|Cooper|M|269 Miranda Forges|Miami|FL|33179|25.9571|-80.1814|1737737|Lobbyist|1982-01-24|667995150787|adults_2550_male_urban.json
379-14-3663|213186550784680|Frederick|Bishop|M|443 James Road Apt. 891|Brooklyn|MD|21225|39.2259|-76.6153|33545|Clinical scientist, histocompatibility and immunogenetics|1971-05-14|532206063817|adults_50up_male_urban.json
169-07-3263|180093401536419|Frederick|Chavez|M|3132 Harvey Forest Suite 781|Doylestown|PA|18901|40.3054|-75.1489|48571|Field seismologist|1941-08-11|471582271198|adults_50up_male_urban.json
325-06-0264|3521410527698190|Joseph|Hoffman|M|0452 Megan Pine|Austin|TX|78753|30.3648|-97.6827|940359|Surveyor, insurance|1967-08-28|845492029335|adults_50up_male_urban.json
167-18-5422|180060598678742|Edwin|Jackson|M|585 Weaver Junction Suite 559|Jacksonville|FL|32207|30.2908|-81.632|847415|Holiday representative|1963-01-28|550519352170|adults_50up_male_urban.json
630-16-1360|3550200024539318|Tyler|Anderson|M|5130 Morgan Bypass|Philadelphia|MS|39350|32.7572|-89.1154|24865|Scientist, research (maths)|2008-05-11|696661267265|young_adults_male_urban.json
569-95-2985|4444889669972731|Jenny|Nolan|F|462 David Vista Apt. 543|Collierville|TN|38017|35.0551|-89.6767|48642|Building control surveyor|1946-06-29|238481613903|adults_50up_female_urban.json
178-91-8903|5531239204910609|Stacey|Stone|F|7238 Cooper Place Apt. 768|Gainesville|GA|30507|34.2592|-83.7716|120577|Chartered loss adjuster|1935-12-26|501073035208|adults_50up_female_urban.json
186-45-7866|30545847262902|Erika|Montgomery|F|8316 Andrea Falls Suite 172|New Bedford|MA|02740|41.6347|-70.9372|94905|Biomedical scientist|1988-08-11|753582792972|adults_2550_female_urban.json
454-92-3560|3505222999362167|Rebecca|Sandoval|F|438 Joel Expressway|Girard|OH|44420|41.1611|-80.6933|15429|Journalist, broadcasting|2002-08-08|402237945124|young_adults_female_urban.json
251-74-8851|4844617773269|Dylan|Mcmahon|M|4979 Henry Mission Suite 029|Concord|NH|03301|43.2185|-71.5277|48532|Ecologist|2000-04-21|74904838256|adults_2550_male_urban.json
340-32-9764|38137529883221|Alfred|Leonard|M|56083 Benjamin Cape|Gaithersburg|MD|20877|39.1419|-77.189|135332|Geochemist|1972-03-22|608858844959|adults_50up_male_urban.json
831-88-7629|180053585238604|Robert|Nielsen|M|04436 Lisa Walk|Neenah|WI|54956|44.1811|-88.4792|42696|Teacher, secondary school|1975-09-27|121636626916|adults_50up_male_urban.json
356-21-3442|3502929501437484|Corey|Salazar|M|96713 Davis Crescent|Union City|CA|94587|37.5895|-122.0497|69516|Dance movement psychotherapist|1992-12-29|53248229320|adults_2550_male_urban.json
750-20-1894|4176720191117|James|Garcia|M|19072 Stanley Pines|Aurora|IL|60505|41.7582|-88.2971|206095|Primary school teacher|1936-07-02|274587577529|adults_50up_male_urban.json
638-96-3508|579366538026|Jesse|Mcdowell|M|124 Craig Haven Apt. 868|Bridgeport|CT|06604|41.1796|-73.2019|144195|Counselling psychologist|2005-02-27|373326842305|young_adults_male_urban.json
591-86-5352|4946209355610391|Linda|Anderson|F|13712 Lee Knolls Suite 856|Lemon Grove|CA|91945|32.7332|-117.0326|25460|Information systems manager|1974-05-28|232488012574|adults_50up_female_urban.json
266-10-2559|503870615922|John|Grant|M|29907 Ryan Wall Apt. 632|Milledgeville|GA|31061|33.08|-83.2379|44250|Computer games developer|1971-01-20|312931364007|adults_50up_male_urban.json
110-44-5234|4034030109567975642|Marcus|Wood|M|4623 Mendoza Coves Apt. 476|Imperial|NE|69033|40.5251|-101.6468|2577|Accountant, chartered|1970-11-02|47719492861|adults_50up_male_urban.json
788-16-8425|5230683176417263|Jose|Stephens|M|571 Brittany Ways|Antioch|CA|94509|37.9939|-121.8089|102729|Clinical cytogeneticist|1990-06-17|377846316914|adults_2550_male_urban.json
475-11-3203|213167130735103|Robin|Roberts|F|4362 Jane Burg Apt. 962|Gold Bar|WA|98251|47.8331|-121.6365|4567|Magazine journalist|1963-05-09|947176403532|adults_50up_female_urban.json
364-58-6979|3594703180533965|Brooke|Patrick|F|6662 Michael Circles Apt. 270|Manchester|CT|06040|41.7777|-72.5244|58248|Ambulance person|1969-10-05|443524111589|adults_50up_female_urban.json
103-40-5413|4110797714004934|Kimberly|David|F|949 Leslie Shores|Warminster|PA|18974|40.2067|-75.0905|40953|Brewing technologist|1966-10-22|860353528908|adults_50up_female_urban.json
262-79-9976|213194976987317|Craig|Garza|M|6984 Robert Light|Dallas|TX|75211|32.7319|-96.9057|1263321|Child psychotherapist|1948-06-26|236860745642|adults_50up_male_urban.json
051-63-7863|3533256238994998|Susan|Forbes|F|14262 Jason Center Suite 821|Albuquerque|NM|87105|35.0448|-106.6893|641349|Chartered public finance accountant|1941-08-20|61893665269|adults_50up_female_urban.json
677-86-0450|4181359989897213|Angela|Wallace|F|889 Reilly Pass|Commerce City|CO|80022|39.8259|-104.9113|42699|Airline pilot|1981-11-30|905444900027|adults_2550_female_urban.json
560-52-4261|4217588397857082008|David|Williams|M|7123 Elliott Hills Suite 112|Henderson|NV|89015|36.0357|-114.9718|264999|Sales promotion account executive|1996-03-09|549287619295|adults_2550_male_urban.json
605-35-2710|3588276970409538|Michelle|Green|F|615 Williams Plaza|Pekin|IL|61554|40.5674|-89.6243|43810|Fish farm manager|1963-07-28|533336279700|adults_50up_female_urban.json
828-89-9064|213156517962406|Stephen|Howe|M|668 Jennifer Ridge Suite 047|Los Angeles|CA|90011|34.0079|-118.2582|2383912|Sales promotion account executive|1986-05-28|164550477873|adults_2550_male_urban.json
012-20-9189|346225936488200|Kathryn|Berry|F|8688 Christina Mews|Grand Rapids|MI|49505|43.012|-85.6309|375580|Copywriter, advertising|1972-09-08|287698437735|adults_50up_female_urban.json
155-97-8638|30160911413199|Stephanie|Gamble|F|9236 Jesse Mountains|San Antonio|TX|78254|29.5551|-98.7442|1595797|Orthoptist|1951-04-19|3841601171|adults_50up_female_urban.json
255-06-4170|346502544724196|Brent|Stewart|M|44096 Bruce Mountains|Naperville|IL|60540|41.7662|-88.141|160668|Radio broadcast assistant|1995-11-26|824338905639|adults_2550_male_urban.json
529-17-4239|3588067821417469|Jose|Carney|M|9266 Gardner Ridges|Cliffwood|NJ|07721|40.4353|-74.2358|2974|Solicitor|1940-09-13|887415004383|adults_50up_male_urban.json
716-75-6486|3548694155945010|Caleb|Taylor|M|75360 Wilson Mountains|Yakima|WA|98902|46.5934|-120.5311|126248|Careers information officer|1983-11-06|749138856546|adults_2550_male_urban.json
233-77-8812|180036536218940|Garrett|Greene|M|0009 Roman Hills Suite 204|Bowling Green|KY|42101|37.0174|-86.4518|104282|Mudlogger|1966-12-22|416605986593|adults_50up_male_urban.json
281-95-9122|3567605642045657|Katherine|Ramos|F|745 James Parkways|Harlem|GA|30814|33.417|-82.3097|8150|Transport planner|1930-10-12|463980555298|adults_50up_female_urban.json
878-48-4229|6522654016599532|Timothy|Smith|M|21224 Sylvia Union Suite 677|Wyandotte|MI|48192|42.2084|-83.1616|25883|Insurance risk surveyor|1978-05-30|147752183997|adults_2550_male_urban.json
628-09-6393|502012411588|Robin|King|F|08017 Olson Park Apt. 312|Blairsville|GA|30512|34.8763|-83.992|19490|Technical brewer|1991-11-26|968925399378|adults_2550_female_urban.json
455-02-4477|30264261212035|Joseph|Perez|M|3659 Delacruz Place Apt. 785|Humble|TX|77339|30.0563|-95.2107|194500|Dispensing optician|1981-07-16|191186415169|adults_2550_male_urban.json
127-86-9134|3585454006445478|Gina|Thomas|F|12327 Carrillo Ridges|Port Chester|NY|10573|41.0222|-73.6798|38352|Regulatory affairs officer|1938-01-27|805825157224|adults_50up_female_urban.json
087-58-7183|6011342720388628|Robert|Hurst|M|080 Catherine Loaf Apt. 045|Knoxville|TN|37922|35.858|-84.1194|391389|Engineer, broadcasting (operations)|1982-04-02|421049388527|adults_2550_male_urban.json
812-30-5325|3549353400181678|John|Mitchell|M|5244 Rangel Lake|Bronx|NY|10473|40.8194|-73.8606|1382480|Games developer|1992-11-13|469276233815|adults_2550_male_urban.json
545-27-8767|347993781053911|Charles|Bryant|M|699 Mcneil Pines Apt. 904|Massena|NY|13662|44.9322|-74.8845|16582|International aid/development worker|1938-05-24|637722073567|adults_50up_male_urban.json
858-62-1715|4246301986424238393|Joanna|Boyd|F|121 Johnson Viaduct|Lees Summit|MO|64063|38.912|-94.3517|96149|Designer, graphic|1971-04-27|970420808481|adults_50up_female_urban.json
177-67-8433|060498322100|Rose|Smith|F|00186 Hamilton Crescent|Gardendale|AL|35071|33.7189|-86.8225|15661|Armed forces technical officer|1991-10-06|33973366339|adults_2550_female_urban.json
647-77-9145|4610814356140382|Donna|Flores|F|198 Kristi Harbor|Smithfield|UT|84335|41.8403|-111.8528|11372|Pharmacist, community|1989-03-27|827996845029|adults_2550_female_urban.json
564-83-2266|4469510030763|Thomas|Smith|M|9671 Smith Spurs Apt. 666|Wolverine|MI|49799|45.2861|-84.6065|2327|Pharmacist, hospital|1964-12-21|99938187638|adults_50up_male_rural.json
663-51-6078|4134078516994970890|Alexis|Mejia|F|6834 Nicholas Stream|White Plains|NY|10605|41.0141|-73.7552|69870|Tax inspector|1979-12-03|685324745981|adults_2550_female_urban.json
398-78-7523|676138688897|Bryan|Rice|M|150 Pratt Meadow Apt. 571|Houston|TX|77023|29.7242|-95.3178|2906700|Teacher, early years/pre|1989-07-24|985499447510|adults_2550_male_urban.json
710-77-3879|4126578982604189|Sarah|Juarez|F|17558 Mata Crest Suite 774|Bronx|NY|10462|40.8434|-73.8602|1382480|Chemical engineer|1980-10-28|823220522870|adults_2550_female_urban.json
304-50-9866|4188241996264228|Charles|Hahn|M|917 Lisa Greens Suite 421|Fullerton|CA|92833|33.8766|-117.9551|134733|Surgeon|1961-08-06|748812994322|adults_50up_male_urban.json
498-06-5226|6011092257090010|Lynn|Robinson|F|4072 Margaret Harbors Suite 282|Washougal|WA|98671|45.5959|-122.3104|21220|Surveyor, minerals|1969-08-26|359106624590|adults_50up_female_urban.json
807-36-0083|502078822470|David|Taylor|M|68507 Brian Keys Apt. 119|Phoenix|AZ|85037|33.4913|-112.2468|1312922|Meteorologist|2000-02-15|4186410150|adults_2550_male_urban.json
865-60-1790|4526105370923009|Joel|Pacheco|M|007 Escobar Village Apt. 894|Randleman|NC|27317|35.8488|-79.8018|16959|Surveyor, planning and development|1952-11-27|359537624411|adults_50up_male_urban.json
233-83-2308|3569893652944716|Jennifer|Oconnor|F|3481 Rachel Stream|Yukon|OK|73099|35.4977|-97.7323|57492|Building services engineer|1939-03-21|283620405974|adults_50up_female_urban.json
158-46-9200|4321743574835269|Joseph|Sullivan|M|606 Lee Plaza Apt. 448|Rock Island|IL|61201|41.4913|-90.5648|39116|Retail manager|1964-08-28|602133936205|adults_50up_male_urban.json
182-41-3734|6562805507740651|Joann|Rogers|F|6239 Jessica Branch|Dayton|NJ|08810|40.3825|-74.5111|8401|Therapist, music|1937-11-29|592851577159|adults_50up_female_urban.json
785-42-1756|675940913113|Yesenia|Ford|F|90254 Fleming Center Apt. 206|Tucson|AZ|85747|32.0984|-110.7272|865276|Web designer|1997-05-31|344601580716|adults_2550_female_urban.json
275-90-1363|4012275950026019|Emma|Rogers|F|9479 Johnson Haven|Houston|TX|77042|29.7404|-95.5589|2906700|Armed forces logistics/support/administrative officer|1976-04-21|918933428543|adults_2550_female_urban.json
784-57-3134|4980595031006492|Cindy|Torres|F|91045 Sharon Wells|Brookpark|OH|44142|41.3979|-81.8118|19201|Engineer, site|1977-10-29|49084639670|adults_2550_female_urban.json
716-98-4657|5384913599285532|Susan|Parks|F|05610 Rick Oval Apt. 069|Monessen|PA|15062|40.1524|-79.8835|7731|Phytotherapist|1994-03-13|910141508456|adults_2550_female_urban.json
076-70-6339|3574037842339444|Lauren|Richmond|F|00677 Blake Vista Apt. 550|Dayton|NV|89403|39.2806|-119.5287|14158|Engineering geologist|1992-04-07|696474817785|adults_2550_female_urban.json
012-10-8082|4542624178429|Lauren|Burton|F|34511 Jo Bypass|Austin|TX|78749|30.2166|-97.8508|940359|Teacher, music|1965-01-24|704545721480|adults_50up_female_urban.json
432-87-0761|340886843021164|James|Robinson|M|045 Cook Wells|Wilkes Barre|PA|18706|41.2044|-75.9113|74653|Surveyor, quantity|1999-04-28|869973472445|adults_2550_male_urban.json
462-42-9267|4299642603362022|Jimmy|Gomez|M|47709 Aaron Mills|Woodside|NY|11377|40.745|-73.9069|89830|Colour technologist|1997-08-03|880858425211|adults_2550_male_urban.json
166-29-9024|503836219215|Harold|Lozano|M|970 Cunningham Mews|Broken Arrow|OK|74012|36.0447|-95.8079|117553|Claims inspector/assessor|1970-12-20|123578245986|adults_50up_male_urban.json
217-69-6086|349597721688005|Nicole|Mejia|F|8931 Franklin Drives|Walnut Creek|CA|94597|37.9182|-122.0717|82557|Rural practice surveyor|1988-02-09|639557630974|adults_2550_female_urban.json
177-66-4524|370182272002831|Lucas|Herrera|M|20414 Freeman Harbors|Crenshaw|MS|38621|34.4491|-90.1701|1910|Engineer, mining|2000-06-30|144874152907|adults_2550_male_rural.json
881-68-1798|2359930202030426|Daniel|Anderson|M|5213 Robbins Canyon Apt. 816|Sun Valley|CA|91352|34.2209|-118.3699|47807|Legal executive|2001-02-03|55346391189|young_adults_male_urban.json
406-26-0048|4593777569198326|Patricia|Sutton|F|161 Evans Way|Holland|MI|49424|42.8135|-86.1426|89737|Translator|1952-08-11|945068368900|adults_50up_female_urban.json
597-96-8699|4043841966225|Keith|Solis|M|67080 Sullivan Land|Buffalo|NY|14206|42.8811|-78.8104|564824|Pensions consultant|1965-08-15|433394030912|adults_50up_male_urban.json
772-06-6278|4219865504940|Peggy|Logan|F|076 Petty Spur Suite 933|Indian River|MI|49749|45.427|-84.5956|4283|Tax inspector|2002-12-31|379747403005|young_adults_female_urban.json
663-78-6176|4322626114243624|Tamara|Rodgers|F|2188 Amanda Park Apt. 962|Boise|ID|83713|43.634|-116.3419|255947|Film/video editor|1978-03-22|342413496934|adults_2550_female_urban.json
729-11-9844|3543385324725053|Joseph|Walker|M|03115 Sullivan Landing Suite 576|New York City|NY|10025|40.7975|-73.9683|1577385|Surveyor, rural practice|1991-08-24|294957478259|adults_2550_male_urban.json
816-59-6577|3553536597466984|Janet|Roman|F|42125 Wood Plain Apt. 959|Southbury|CT|06488|41.4767|-73.2241|19904|Information officer|1993-01-04|96671319618|adults_2550_female_urban.json
190-98-6539|3555966472130744|Chad|Richardson|M|2614 Whitney Greens|Enid|OK|73703|36.3975|-97.9157|53026|Sport and exercise psychologist|1969-03-25|217254569332|adults_50up_male_urban.json
162-54-1907|4430796373100817851|Tamara|Thomas|F|58718 Flores Fords|Eagle Pass|TX|78852|28.7028|-100.4818|53040|Medical laboratory scientific officer|2004-06-16|307768515265|young_adults_female_urban.json
181-56-8282|30447017320869|Robert|Hutchinson|M|77729 Ross Islands|Tallahassee|FL|32311|30.4156|-84.187|245317|Optometrist|1999-04-05|211262141040|adults_2550_male_urban.json
115-36-1015|4527810558000277|Selena|Thompson|F|42573 Ronald Rapids|Mount Pleasant|SC|29466|32.8674|-79.8049|72374|Illustrator|2006-03-12|762673080657|young_adults_female_urban.json
